customerid,gender,age,under30,seniorcitizen,married,dependents,numberofdependents,country,state,city,zipcode,latitude,longitude,population,quarter,referredafriend,numberofreferrals,offer,phoneservice,avgmonthlylongdistancecharges,multiplelines,internetservice,internettype,avgmonthlygbdownload,onlinesecurity,onlinebackup,deviceprotectionplan,premiumtechsupport,streamingtv,streamingmovies,streamingmusic,unlimiteddata,contract,paperlessbilling,paymentmethod,monthlycharge,satisfactionscore,customerstatus,churnlabel,churnscore,cltv,churncategory,churnreason,ingestiondate,customer_joined_date
8999-BOHSE,Female,68,No,Yes,No,No,0,United States,California,Gilroy,95020,37.03889,-121.528955,49968,Q3,No,0,,Yes,3.96,No,Yes,Fiber Optic,27,No,No,No,No,Yes,Yes,No,Yes,Month-to-Month,No,Bank Withdrawal,89.7,2,Churned,Yes,89,2202,Attitude,Attitude of support person,2025-03-13,2024-04-13 00:00:00
7029-RPUAV,Male,74,No,Yes,Yes,No,0,United States,California,Los Gatos,95030,37.222842,-121.988727,13290,Q3,Yes,1,,Yes,28.18,Yes,Yes,Cable,16,No,No,Yes,No,Yes,Yes,No,Yes,Month-to-Month,Yes,Credit Card,100.45,3,Churned,Yes,87,5508,Competitor,Competitor offered more data,2025-03-13,2023-10-13 00:00:00
8111-SLLHI,Male,65,No,Yes,Yes,No,0,United States,California,San Jose,95128,37.316146,-121.936285,32804,Q3,Yes,1,,Yes,33.25,Yes,Yes,Fiber Optic,26,No,Yes,Yes,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,105.65,3,Churned,Yes,96,4687,Attitude,Attitude of support person,2025-03-13,2021-12-13 00:00:00
5293-WXJAK,Female,73,No,Yes,Yes,No,0,United States,California,San Jose,95135,37.28682,-121.723877,15798,Q3,Yes,5,,Yes,17.25,Yes,Yes,Fiber Optic,27,No,No,Yes,Yes,Yes,Yes,No,Yes,Month-to-Month,Yes,Bank Withdrawal,104.05,3,Churned,Yes,82,4553,Competitor,Competitor offered more data,2025-03-13,2024-04-13 00:00:00
4086-YQSNZ,Female,74,No,Yes,Yes,No,0,United States,California,Glencoe,95232,38.358464,-120.579304,21,Q3,Yes,1,Offer E,Yes,3.29,No,Yes,Fiber Optic,9,No,No,No,No,Yes,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,80.4,2,Churned,Yes,89,3834,Attitude,Attitude of service provider,2025-03-13,2024-12-13 00:00:00
8399-YNDCH,Male,80,No,Yes,No,No,0,United States,California,Columbia,95310,38.085839,-120.37855,2144,Q3,No,0,,Yes,34.62,No,Yes,DSL,14,No,No,Yes,No,Yes,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,60.05,1,Churned,Yes,70,4716,Competitor,Competitor had better devices,2025-03-13,2023-06-13 00:00:00
5565-FILXA,Female,76,No,Yes,No,No,0,United States,California,Escondido,92027,33.141265,-116.967221,48690,Q3,No,0,,Yes,38.75,Yes,Yes,Fiber Optic,16,No,No,No,No,Yes,Yes,No,Yes,Month-to-Month,Yes,Bank Withdrawal,96.15,2,Churned,Yes,96,5913,Other,Don't know,2025-03-13,2023-11-13 00:00:00
4187-CINZD,Female,73,No,Yes,No,No,0,United States,California,Lakewood,90712,33.840524,-118.148403,30173,Q3,No,0,,Yes,6.13,No,Yes,Fiber Optic,30,No,Yes,No,No,Yes,Yes,No,Yes,One Year,No,Credit Card,95.25,2,Churned,Yes,90,3180,Competitor,Competitor had better devices,2025-03-13,2021-05-13 00:00:00
6818-WOBHJ,Female,70,No,Yes,Yes,No,0,United States,California,Fulton,95439,38.493888,-122.777141,476,Q3,Yes,1,Offer A,Yes,24.13,Yes,Yes,Fiber Optic,24,No,Yes,No,No,No,Yes,No,Yes,Month-to-Month,Yes,Bank Withdrawal,89.6,1,Churned,Yes,69,5651,Competitor,Competitor had better devices,2025-03-13,2019-07-13 00:00:00
9134-CEQMF,Male,75,No,Yes,Yes,No,0,United States,California,Nice,95464,39.12334,-122.838198,2223,Q3,Yes,1,Offer E,Yes,13.63,No,Yes,Fiber Optic,27,No,No,No,No,Yes,Yes,No,Yes,Month-to-Month,Yes,Bank Withdrawal,89.5,2,Churned,Yes,89,3077,Dissatisfaction,Network reliability,2025-03-13,2024-08-13 00:00:00
8519-IMDHU,Male,74,No,Yes,Yes,No,0,United States,California,Alderpoint,95511,40.166028,-123.584144,261,Q3,Yes,1,,Yes,45.25,Yes,Yes,Cable,22,No,No,No,No,No,Yes,No,Yes,Month-to-Month,Yes,Bank Withdrawal,85.6,1,Churned,Yes,83,4981,Competitor,Competitor had better devices,2025-03-13,2023-12-13 00:00:00
3372-KWFBM,Male,76,No,Yes,No,No,0,United States,California,Bayside,95524,40.825486,-124.049485,1689,Q3,No,0,,Yes,19.18,Yes,Yes,Fiber Optic,22,No,No,No,No,Yes,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,86.6,3,Churned,Yes,81,2508,Dissatisfaction,Network reliability,2025-03-13,2023-11-13 00:00:00
7206-GZCDC,Female,75,No,Yes,No,No,0,United States,California,Loleta,95551,40.665952,-124.240051,1447,Q3,No,0,Offer E,Yes,29.68,No,Yes,Cable,18,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,69.25,2,Churned,Yes,75,4371,Attitude,Attitude of support person,2025-03-13,2025-02-13 00:00:00
1768-ZAIFU,Female,74,No,Yes,No,No,0,United States,California,Rio Dell,95562,40.485849,-124.163234,3284,Q3,No,0,,No,0.0,No,Yes,Cable,5,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,25.2,1,Churned,Yes,67,5688,Competitor,Competitor made better offer,2025-03-13,2025-02-13 00:00:00
3793-MMFUH,Female,73,No,Yes,No,No,0,United States,California,Davis,95618,38.544002,-121.685559,648,Q3,No,0,,Yes,19.03,Yes,Yes,Fiber Optic,24,No,No,No,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,95.05,1,Churned,Yes,90,2230,Competitor,Competitor made better offer,2025-03-13,2024-02-13 00:00:00
6567-HOOPW,Female,69,No,Yes,No,No,0,United States,California,Folsom,95630,38.672638,-121.147403,51855,Q3,No,0,,Yes,20.06,No,Yes,Fiber Optic,24,No,No,No,No,Yes,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,79.2,3,Churned,Yes,76,4363,Competitor,Competitor made better offer,2025-03-13,2025-02-13 00:00:00
8621-MNIHH,Female,75,No,Yes,Yes,No,0,United States,California,Madison,95653,38.674276,-121.961866,844,Q3,Yes,1,,Yes,2.88,Yes,Yes,Fiber Optic,4,No,Yes,Yes,No,No,Yes,No,Yes,Month-to-Month,Yes,Bank Withdrawal,94.25,1,Churned,Yes,88,3369,Competitor,Competitor had better devices,2025-03-13,2022-05-13 00:00:00
5419-CONWX,Female,65,No,Yes,No,No,0,United States,California,Pleasant Grove,95668,38.833554,-121.498102,901,Q3,No,0,,Yes,12.68,No,Yes,Fiber Optic,10,No,Yes,Yes,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Credit Card,99.8,1,Churned,Yes,89,2268,Competitor,Competitor had better devices,2025-03-13,2024-11-13 00:00:00
7024-OHCCK,Female,77,No,Yes,No,No,0,United States,California,Sheridan,95681,38.984756,-121.345074,1219,Q3,No,0,,Yes,19.27,Yes,Yes,Fiber Optic,18,No,No,No,No,Yes,Yes,No,Yes,Month-to-Month,Yes,Bank Withdrawal,93.85,3,Churned,Yes,72,4193,Other,Poor expertise of online support,2025-03-13,2025-01-13 00:00:00
5357-TZHPP,Male,67,No,Yes,No,No,0,United States,California,Wheatland,95692,39.043387,-121.409837,3600,Q3,No,0,,Yes,30.8,Yes,Yes,Fiber Optic,18,No,No,No,No,No,Yes,No,Yes,Month-to-Month,Yes,Credit Card,84.4,2,Churned,Yes,83,5745,Attitude,Attitude of support person,2025-03-13,2024-06-13 00:00:00
0506-LVNGN,Female,78,No,Yes,No,No,0,United States,California,Rancho Cordova,95742,38.591134,-121.161585,299,Q3,No,0,,Yes,42.33,No,Yes,Fiber Optic,9,No,No,Yes,No,No,No,No,Yes,Month-to-Month,Yes,Credit Card,75.55,1,Churned,Yes,90,4028,Competitor,Competitor had better devices,2025-03-13,2024-10-13 00:00:00
9809-IMGCQ,Male,65,No,Yes,No,No,0,United States,California,Canyon Dam,95923,40.171312,-121.120605,86,Q3,No,0,Offer D,Yes,40.18,Yes,Yes,Fiber Optic,8,No,No,No,No,Yes,Yes,Yes,No,Month-to-Month,Yes,Bank Withdrawal,96.7,1,Churned,Yes,93,4458,Competitor,Competitor made better offer,2025-03-13,2023-05-13 00:00:00
3254-YRILK,Male,74,No,Yes,No,No,0,United States,California,Dobbins,95935,39.381174,-121.21191,614,Q3,No,0,Offer D,Yes,39.97,Yes,Yes,Fiber Optic,9,No,Yes,No,No,Yes,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,88.2,1,Churned,Yes,69,5683,Competitor,Competitor had better devices,2025-03-13,2023-08-13 00:00:00
0529-ONKER,Male,70,No,Yes,No,No,0,United States,California,Forest Ranch,95942,40.077028,-121.494168,1351,Q3,No,0,Offer D,Yes,46.38,Yes,Yes,Fiber Optic,19,No,No,No,No,No,No,No,Yes,Month-to-Month,No,Bank Withdrawal,75.65,3,Churned,Yes,96,2099,Attitude,Attitude of support person,2025-03-13,2023-12-13 00:00:00
5240-IJOQT,Male,69,No,Yes,No,No,0,United States,California,Grass Valley,95949,39.099204,-121.137962,17922,Q3,No,0,,Yes,11.34,Yes,Yes,Fiber Optic,20,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,74.7,1,Churned,Yes,88,3348,Competitor,Competitor had better devices,2025-03-13,2025-02-13 00:00:00
0661-XEYAN,Female,76,No,Yes,No,No,0,United States,California,Nevada City,95959,39.333737,-120.858667,17269,Q3,No,0,,No,0.0,No,Yes,DSL,26,No,No,No,No,No,No,No,No,Month-to-Month,Yes,Mailed Check,25.8,1,Churned,Yes,90,3884,Competitor,Competitor had better devices,2025-03-13,2025-02-13 00:00:00
2660-EMUBI,Male,71,No,Yes,No,No,0,United States,California,Escondido,92027,33.141265,-116.967221,48690,Q3,No,0,Offer D,Yes,41.37,Yes,Yes,Fiber Optic,14,No,No,No,No,Yes,Yes,No,Yes,Month-to-Month,Yes,Bank Withdrawal,95.35,1,Churned,Yes,75,5353,Competitor,Competitor made better offer,2025-03-13,2024-05-13 00:00:00
7675-OZCZG,Female,76,No,Yes,No,No,0,United States,California,Fallbrook,92028,33.362575,-117.299644,42239,Q3,No,0,,Yes,30.14,No,Yes,DSL,6,No,No,No,No,No,No,No,No,Month-to-Month,No,Bank Withdrawal,45.0,3,Churned,Yes,77,4145,Competitor,Competitor made better offer,2025-03-13,2024-12-13 00:00:00
9391-EOYLI,Male,77,No,Yes,Yes,No,0,United States,California,Lewiston,96052,40.704293,-122.803899,1845,Q3,Yes,1,Offer D,Yes,6.97,No,Yes,Fiber Optic,19,No,No,No,No,No,Yes,No,Yes,Month-to-Month,Yes,Bank Withdrawal,80.45,2,Churned,Yes,69,5374,Competitor,Competitor made better offer,2025-03-13,2024-03-13 00:00:00
2761-OCIAX,Male,74,No,Yes,No,No,0,United States,California,Palo Cedro,96073,40.582399,-122.195512,4931,Q3,No,0,,Yes,6.51,No,Yes,Fiber Optic,11,No,Yes,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,74.7,2,Churned,Yes,81,2803,Competitor,Competitor made better offer,2025-03-13,2025-01-13 00:00:00
3068-OMWZA,Male,77,No,Yes,No,No,0,United States,California,Round Mountain,96084,40.923558,-122.059933,459,Q3,No,0,,Yes,49.6,Yes,Yes,Fiber Optic,20,No,No,Yes,No,Yes,No,No,No,Month-to-Month,Yes,Bank Withdrawal,88.8,1,Churned,Yes,91,3106,Competitor,Competitor made better offer,2025-03-13,2025-02-13 00:00:00
4154-AQUGT,Male,76,No,Yes,Yes,No,0,United States,California,San Diego,92130,32.957195,-117.202542,28201,Q3,Yes,1,Offer D,Yes,1.47,No,Yes,Fiber Optic,5,No,Yes,No,Yes,No,Yes,No,Yes,Month-to-Month,Yes,Bank Withdrawal,89.05,1,Churned,Yes,82,3861,Competitor,Competitor made better offer,2025-03-13,2024-02-13 00:00:00
8017-LXHFA,Female,77,No,Yes,No,No,0,United States,California,San Diego,92130,32.957195,-117.202542,28201,Q3,No,0,Offer D,Yes,31.17,No,Yes,Fiber Optic,23,No,Yes,No,No,Yes,Yes,No,Yes,Month-to-Month,Yes,Bank Withdrawal,94.75,2,Churned,Yes,95,2740,Competitor,Competitor made better offer,2025-03-13,2023-04-13 00:00:00
4248-QPAVC,Female,80,No,Yes,Yes,No,0,United States,California,San Diego,92130,32.957195,-117.202542,28201,Q3,Yes,1,Offer D,Yes,36.82,Yes,Yes,Fiber Optic,6,Yes,No,Yes,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,85.35,1,Churned,Yes,90,3209,Competitor,Competitor made better offer,2025-03-13,2023-10-13 00:00:00
4690-LLKUA,Male,68,No,Yes,No,No,0,United States,California,San Diego,92130,32.957195,-117.202542,28201,Q3,No,0,,Yes,40.93,No,Yes,DSL,2,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,45.05,1,Churned,Yes,93,3797,Competitor,Competitor made better offer,2025-03-13,2023-10-13 00:00:00
9490-DFPMD,Female,79,No,Yes,No,No,0,United States,California,San Diego,92130,32.957195,-117.202542,28201,Q3,No,0,,Yes,9.53,Yes,Yes,Fiber Optic,17,No,No,No,No,Yes,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,84.65,2,Churned,Yes,90,4871,Competitor,Competitor made better offer,2025-03-13,2021-09-13 00:00:00
8580-AECUZ,Male,65,No,Yes,No,No,0,United States,California,San Diego,92130,32.957195,-117.202542,28201,Q3,No,0,,Yes,42.3,No,Yes,Fiber Optic,16,No,No,No,No,Yes,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,79.1,3,Churned,Yes,92,5001,Competitor,Competitor made better offer,2025-03-13,2025-02-13 00:00:00
5047-LHVLY,Male,68,No,Yes,No,No,0,United States,California,San Diego,92121,32.898613,-117.202937,4258,Q3,No,0,Offer E,Yes,39.78,No,Yes,Cable,12,No,No,Yes,No,No,No,No,Yes,Month-to-Month,Yes,Mailed Check,50.15,2,Churned,Yes,91,3438,Competitor,Competitor made better offer,2025-03-13,2025-02-13 00:00:00
8375-DKEBR,Female,72,No,Yes,No,No,0,United States,California,Hermosa Beach,90254,33.86532,-118.396336,18693,Q3,No,0,Offer E,Yes,34.51,No,Yes,Fiber Optic,15,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,69.6,1,Churned,Yes,96,3438,Competitor,Competitor had better devices,2025-03-13,2025-02-13 00:00:00
7279-BUYWN,Female,66,No,Yes,No,No,0,United States,California,Buena Park,90620,33.845706,-118.012204,44442,Q3,No,0,,Yes,27.95,Yes,Yes,Fiber Optic,23,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,113.2,1,Churned,Yes,89,3380,Attitude,Attitude of support person,2025-03-13,2021-10-13 00:00:00
7156-MHUGY,Male,68,No,Yes,No,No,0,United States,California,Buena Park,90621,33.874224,-117.993368,33528,Q3,No,0,,Yes,26.11,No,Yes,Fiber Optic,4,No,No,No,No,Yes,Yes,Yes,No,Month-to-Month,Yes,Bank Withdrawal,90.5,1,Churned,Yes,76,5394,Competitor,Competitor had better devices,2025-03-13,2024-02-13 00:00:00
9606-PBKBQ,Male,69,No,Yes,Yes,No,0,United States,California,Long Beach,90813,33.781086,-118.199049,63136,Q3,Yes,1,,Yes,5.99,Yes,Yes,Fiber Optic,23,No,No,No,No,No,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,85.0,1,Churned,Yes,94,4584,Attitude,Attitude of support person,2025-03-13,2022-07-13 00:00:00
3536-IQCTX,Male,76,No,Yes,Yes,No,0,United States,California,South Pasadena,91030,34.110444,-118.156957,23984,Q3,Yes,1,,Yes,49.6,Yes,Yes,Fiber Optic,10,No,No,No,No,No,Yes,Yes,Yes,Month-to-Month,No,Bank Withdrawal,85.3,1,Churned,Yes,75,2712,Competitor,Competitor had better devices,2025-03-13,2022-07-13 00:00:00
3132-TVFDZ,Male,70,No,Yes,Yes,No,0,United States,California,Glendale,91202,34.167926,-118.267539,21990,Q3,Yes,1,,No,0.0,No,Yes,Cable,3,No,No,No,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,44.85,2,Churned,Yes,82,5172,Attitude,Attitude of support person,2025-03-13,2020-06-13 00:00:00
8080-DDEMJ,Male,71,No,Yes,No,No,0,United States,California,Glendale,91204,34.136306,-118.26036,17015,Q3,No,0,Offer E,Yes,15.28,No,Yes,Cable,14,No,No,No,No,No,No,No,Yes,Month-to-Month,No,Bank Withdrawal,45.1,2,Churned,Yes,79,4499,Attitude,Attitude of support person,2025-03-13,2025-02-13 00:00:00
6702-OHFWR,Male,75,No,Yes,No,No,0,United States,California,Reseda,91335,34.200175,-118.540958,68018,Q3,No,0,Offer E,No,0.0,No,Yes,DSL,26,No,Yes,Yes,No,No,Yes,No,Yes,Month-to-Month,Yes,Bank Withdrawal,43.3,3,Churned,Yes,91,4972,Other,Poor expertise of online support,2025-03-13,2025-02-13 00:00:00
4510-PYUSH,Female,67,No,Yes,No,No,0,United States,California,Sylmar,91342,34.321621,-118.399841,81986,Q3,No,0,,Yes,26.1,No,Yes,DSL,27,Yes,Yes,No,No,No,No,No,Yes,Month-to-Month,Yes,Credit Card,57.15,1,Churned,Yes,75,3110,Attitude,Attitude of support person,2025-03-13,2022-01-13 00:00:00
8840-DQLGN,Female,65,No,Yes,Yes,No,0,United States,California,Burbank,91502,34.177267,-118.31003,11517,Q3,Yes,1,,Yes,15.98,Yes,Yes,Cable,22,Yes,Yes,No,Yes,Yes,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,100.5,1,Churned,Yes,81,4745,Attitude,Attitude of support person,2025-03-13,2022-04-13 00:00:00
4193-ORFCL,Female,80,No,Yes,No,No,0,United States,California,North Hollywood,91606,34.187599,-118.387125,45358,Q3,No,0,Offer E,Yes,15.24,No,Yes,DSL,14,No,No,No,No,No,No,No,Yes,Month-to-Month,No,Credit Card,45.1,1,Churned,Yes,70,2740,Competitor,Competitor had better devices,2025-03-13,2025-02-13 00:00:00
7776-QWNFX,Male,71,No,Yes,Yes,No,0,United States,California,Chino,91710,33.990646,-117.663025,75319,Q3,Yes,1,,Yes,4.65,No,Yes,DSL,29,No,Yes,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,50.4,3,Churned,Yes,83,4795,Attitude,Attitude of support person,2025-03-13,2022-09-13 00:00:00
6689-TCZHQ,Female,70,No,Yes,No,No,0,United States,California,Claremont,91711,34.127621,-117.717863,34716,Q3,No,0,Offer E,Yes,12.27,No,Yes,Fiber Optic,20,No,No,No,No,No,Yes,No,Yes,Month-to-Month,No,Bank Withdrawal,78.95,3,Churned,Yes,65,4054,Attitude,Attitude of support person,2025-03-13,2024-10-13 00:00:00
9497-QCMMS,Male,73,No,Yes,No,No,0,United States,California,San Diego,92117,32.825086,-117.199424,51213,Q3,No,0,Offer E,Yes,30.17,Yes,Yes,Fiber Optic,6,No,No,No,No,Yes,Yes,No,Yes,Month-to-Month,Yes,Bank Withdrawal,93.55,1,Churned,Yes,81,5536,Competitor,Competitor made better offer,2025-03-13,2025-02-13 00:00:00
3424-NMNBO,Male,78,No,Yes,Yes,No,0,United States,California,San Diego,92117,32.825086,-117.199424,51213,Q3,Yes,1,,Yes,49.38,Yes,Yes,Fiber Optic,19,Yes,Yes,Yes,No,Yes,Yes,No,Yes,One Year,Yes,Bank Withdrawal,108.85,1,Churned,Yes,91,4739,Competitor,Competitor made better offer,2025-03-13,2020-05-13 00:00:00
4514-GFCFI,Female,76,No,Yes,No,No,0,United States,California,San Diego,92117,32.825086,-117.199424,51213,Q3,No,0,,Yes,17.51,Yes,Yes,Fiber Optic,7,No,No,No,No,Yes,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,84.75,2,Churned,Yes,91,5136,Attitude,Attitude of support person,2025-03-13,2023-11-13 00:00:00
8000-REIQB,Female,73,No,Yes,No,No,0,United States,California,San Diego,92117,32.825086,-117.199424,51213,Q3,No,0,Offer E,Yes,22.5,No,Yes,Fiber Optic,27,No,No,No,No,No,No,No,No,Month-to-Month,Yes,Bank Withdrawal,69.95,2,Churned,Yes,94,3208,Competitor,Competitor made better offer,2025-03-13,2025-02-13 00:00:00
4795-KTRTH,Female,68,No,Yes,Yes,No,0,United States,California,San Diego,92122,32.85723,-117.209774,34902,Q3,Yes,1,Offer E,Yes,47.28,Yes,Yes,Fiber Optic,11,No,Yes,No,No,No,No,No,No,Month-to-Month,Yes,Bank Withdrawal,81.0,1,Churned,Yes,91,4287,Competitor,Competitor made better offer,2025-03-13,2024-10-13 00:00:00
9961-JBNMK,Male,79,No,Yes,No,No,0,United States,California,Desert Center,92239,33.889605,-115.257009,964,Q3,No,0,,Yes,42.27,No,Yes,Fiber Optic,7,No,No,Yes,No,Yes,Yes,No,Yes,Month-to-Month,Yes,Bank Withdrawal,96.8,1,Churned,Yes,87,4317,Dissatisfaction,Product dissatisfaction,2025-03-13,2023-06-13 00:00:00
6179-GJPSO,Female,67,No,Yes,No,No,0,United States,California,Escondido,92027,33.141265,-116.967221,48690,Q3,No,0,,Yes,31.83,No,Yes,Fiber Optic,10,Yes,Yes,No,Yes,Yes,Yes,No,Yes,Month-to-Month,Yes,Credit Card,108.15,1,Churned,Yes,86,2833,Competitor,Competitor made better offer,2025-03-13,2021-08-13 00:00:00
8290-YWKHZ,Female,69,No,Yes,Yes,No,0,United States,California,Fallbrook,92028,33.362575,-117.299644,42239,Q3,Yes,1,,Yes,33.74,Yes,Yes,Fiber Optic,6,No,No,No,No,Yes,Yes,No,Yes,Month-to-Month,Yes,Bank Withdrawal,93.2,3,Churned,Yes,90,5247,Competitor,Competitor made better offer,2025-03-13,2022-07-13 00:00:00
8051-HJRLT,Female,72,No,Yes,No,No,0,United States,California,Wrightwood,92397,34.358321,-117.618263,4253,Q3,No,0,Offer E,Yes,18.2,No,Yes,Fiber Optic,13,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,70.55,3,Churned,Yes,82,2146,Attitude,Attitude of service provider,2025-03-13,2025-02-13 00:00:00
4021-RQSNY,Male,75,No,Yes,Yes,No,0,United States,California,Moreno Valley,92555,33.907361,-117.109972,12743,Q3,Yes,1,,Yes,25.78,Yes,Yes,Fiber Optic,28,No,No,Yes,No,Yes,Yes,Yes,No,Month-to-Month,Yes,Bank Withdrawal,98.5,3,Churned,Yes,72,5137,Attitude,Attitude of service provider,2025-03-13,2022-10-13 00:00:00
9061-TIHDA,Male,67,No,Yes,Yes,No,0,United States,California,Murrieta,92563,33.581045,-117.14719,18311,Q3,Yes,1,,Yes,31.7,Yes,Yes,Cable,6,No,No,No,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,95.25,1,Churned,Yes,90,2982,Competitor,Competitor had better devices,2025-03-13,2024-02-13 00:00:00
8699-ASUFO,Male,72,No,Yes,Yes,No,0,United States,California,Nuevo,92567,33.82769,-117.102244,7344,Q3,Yes,1,,Yes,8.92,Yes,Yes,Fiber Optic,17,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Credit Card,74.4,3,Churned,Yes,96,4969,Attitude,Attitude of service provider,2025-03-13,2024-08-13 00:00:00
4695-WJZUE,Female,68,No,Yes,No,No,0,United States,California,Irvine,92606,33.703976,-117.824172,17621,Q3,No,0,,Yes,21.57,Yes,Yes,Fiber Optic,28,No,No,Yes,No,No,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,88.55,1,Churned,Yes,80,3685,Competitor,Competitor had better devices,2025-03-13,2025-01-13 00:00:00
3988-RQIXO,Female,68,No,Yes,No,No,0,United States,California,Corona Del Mar,92625,33.600987,-117.862734,13422,Q3,No,0,,Yes,43.61,No,Yes,Fiber Optic,2,No,No,No,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,91.3,3,Churned,Yes,71,2371,Attitude,Attitude of service provider,2025-03-13,2025-02-13 00:00:00
5931-FLJJF,Male,75,No,Yes,Yes,No,0,United States,California,Midway City,92655,33.744439,-117.98588,8660,Q3,Yes,1,,Yes,16.05,No,Yes,Fiber Optic,22,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Credit Card,70.1,2,Churned,Yes,83,3669,Attitude,Attitude of service provider,2025-03-13,2024-08-13 00:00:00
3207-OYBWH,Male,74,No,Yes,Yes,No,0,United States,California,Newport Beach,92661,33.601309,-117.902304,4242,Q3,Yes,1,,Yes,49.91,Yes,Yes,Fiber Optic,21,No,Yes,Yes,No,No,Yes,No,Yes,Month-to-Month,Yes,Bank Withdrawal,95.25,2,Churned,Yes,86,6259,Attitude,Attitude of support person,2025-03-13,2020-06-13 00:00:00
7216-EWTRS,Female,78,No,Yes,Yes,No,0,United States,California,Newport Beach,92663,33.62251,-117.927024,22133,Q3,Yes,4,,Yes,17.35,Yes,Yes,Fiber Optic,23,No,No,Yes,No,Yes,Yes,No,Yes,Month-to-Month,Yes,Bank Withdrawal,100.8,1,Churned,Yes,65,3128,Attitude,Attitude of service provider,2025-03-13,2025-02-13 00:00:00
2528-HFYZX,Male,66,No,Yes,Yes,No,0,United States,California,Santa Ana,92706,33.765893,-117.881533,37879,Q3,Yes,2,,Yes,1.05,No,Yes,Fiber Optic,8,No,Yes,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,76.45,1,Churned,Yes,92,3266,Competitor,Competitor had better devices,2025-03-13,2023-10-13 00:00:00
4140-MUHUG,Female,73,No,Yes,No,No,0,United States,California,Oak View,93022,34.404544,-119.302118,6503,Q3,No,0,,Yes,18.38,No,Yes,Fiber Optic,20,No,No,Yes,No,Yes,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,86.85,2,Churned,Yes,70,3561,Attitude,Attitude of service provider,2025-03-13,2024-12-13 00:00:00
1587-FKLZB,Male,79,No,Yes,Yes,No,0,United States,California,Santa Barbara,93101,34.419203,-119.710008,31727,Q3,Yes,1,Offer A,Yes,28.86,Yes,Yes,Fiber Optic,25,No,No,Yes,No,Yes,Yes,No,Yes,Month-to-Month,Yes,Credit Card,99.5,1,Churned,Yes,96,4479,Competitor,Competitor had better devices,2025-03-13,2019-09-13 00:00:00
5440-FLBQG,Male,69,No,Yes,Yes,No,0,United States,California,Santa Barbara,93110,34.437945,-119.77191,15757,Q3,Yes,1,Offer A,Yes,48.88,Yes,Yes,Fiber Optic,4,No,Yes,Yes,Yes,Yes,Yes,No,Yes,Two Year,Yes,Bank Withdrawal,108.4,3,Churned,Yes,73,4708,Attitude,Attitude of service provider,2025-03-13,2019-06-13 00:00:00
2774-LVQUS,Female,65,No,Yes,Yes,No,0,United States,California,Temecula,92592,33.507255,-117.029473,46171,Q3,Yes,2,,Yes,44.13,Yes,Yes,Fiber Optic,3,No,No,Yes,Yes,No,No,No,No,Month-to-Month,Yes,Bank Withdrawal,83.05,3,Churned,Yes,70,2596,Competitor,Competitor made better offer,2025-03-13,2023-12-13 00:00:00
4612-THJBS,Female,68,No,Yes,No,No,0,United States,California,Terra Bella,93270,35.939068,-119.043666,5868,Q3,No,0,,Yes,34.58,Yes,Yes,Fiber Optic,4,No,Yes,Yes,No,Yes,Yes,No,Yes,One Year,Yes,Bank Withdrawal,104.75,3,Churned,Yes,93,5605,Attitude,Attitude of service provider,2025-03-13,2020-07-13 00:00:00
