customerid,gender,age,under30,seniorcitizen,married,dependents,numberofdependents,country,state,city,zipcode,latitude,longitude,population,quarter,referredafriend,numberofreferrals,offer,phoneservice,avgmonthlylongdistancecharges,multiplelines,internetservice,internettype,avgmonthlygbdownload,onlinesecurity,onlinebackup,deviceprotectionplan,premiumtechsupport,streamingtv,streamingmovies,streamingmusic,unlimiteddata,contract,paperlessbilling,paymentmethod,monthlycharge,satisfactionscore,customerstatus,churnlabel,churnscore,cltv,churncategory,churnreason,ingestiondate,customer_joined_date,customer_tenure_months,customers_all_type_services,total_spent_bycustomer_yearly
3643-AHCFP,Male,0.9016393442622952,No,Yes,Yes,No,0.0,United States,California,Selma,0.5953813628232233,0.4241300430700745,0.4609095678268262,0.2488933639835097,Q3,Yes,0.09090909090909091,,Yes,0.4382876575315063,Yes,Yes,Cable,0.1294117647058823,No,No,No,No,Yes,Yes,No,Yes,Month-to-Month,Yes,Bank Withdrawal,0.7696517412935322,0.4999999999999999,Churned,Yes,0.857142857142857,0.2806315321325327,Competitor,Competitor made better offer,2025-03-13,2024-08-13 00:00:00,0.08450704225352118,True,0.6704624357728093
9231-ZJYAM,Female,0.7540983606557378,No,Yes,No,No,0.0,United States,California,Squaw Valley,0.5974955277280859,0.44260904315289157,0.5043982418310354,0.029779432718430032,Q3,No,0.0,,Yes,0.73874774954991,No,Yes,Fiber Optic,0.2117647058823529,No,No,No,No,Yes,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,0.6029850746268657,0.4999999999999999,Churned,Yes,0.7362637362637362,0.7333778074271736,Other,Moved,2025-03-13,2024-11-13 00:00:00,0.04225352112676062,True,0.6584502152478824
0727-BMPLR,Female,0.7704918032786886,No,Yes,No,No,0.0,United States,California,Fresno,0.6025369978858351,0.43574906559955223,0.43505076089153416,0.339865493854133,Q3,No,0.0,,Yes,0.747749549909982,Yes,Yes,Fiber Optic,0.08235294117647055,No,No,Yes,No,Yes,Yes,Yes,No,One Year,Yes,Bank Withdrawal,0.8134328358208955,0.4999999999999999,Churned,Yes,0.857142857142857,0.8174338447854125,Competitor,Competitor offered higher download speeds,2025-03-13,2020-08-13 00:00:00,0.7605633802816901,True,0.8084293848076656
0947-MUGVO,Male,0.8524590163934427,No,Yes,Yes,No,0.0,United States,California,Jolon,0.6386404293381038,0.3587972272622847,0.30782251836108565,0.002308262248988363,Q3,Yes,0.09090909090909091,,Yes,0.10742148429685938,No,Yes,Fiber Optic,0.28235294117647053,No,Yes,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,0.5512437810945274,0.0,Churned,Yes,0.9890109890109889,0.8552368245496997,Competitor,Competitor had better devices,2025-03-13,2023-07-13 00:00:00,0.26760563380281693,False,0.40320788779336214
0781-LKXBR,Male,0.7540983606557378,No,Yes,No,No,0.0,United States,California,San Francisco,0.6669377134493414,0.5553376519287765,0.1861942325402126,0.27534813914166845,Q3,No,0.0,,Yes,0.9743948789757952,Yes,Yes,Fiber Optic,0.17647058823529407,No,No,Yes,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,0.818407960199005,0.0,Churned,Yes,0.7142857142857142,0.45252390482543914,Competitor,Competitor had better devices,2025-03-13,2024-06-13 00:00:00,0.11267605633802824,True,0.8905707540619359
1907-UBQFC,Male,0.819672131147541,No,Yes,No,No,0.0,United States,California,San Francisco,0.6679134818669703,0.5566663360371598,0.18724087945644802,0.13025058418982846,Q3,No,0.0,,Yes,0.10922184436887378,No,Yes,Fiber Optic,0.28235294117647053,No,Yes,No,No,No,No,No,No,Month-to-Month,Yes,Bank Withdrawal,0.5432835820895522,0.0,Churned,Yes,0.945054945054945,0.2637313764732043,Competitor,Competitor had better devices,2025-03-13,2024-05-13 00:00:00,0.1267605633802817,False,0.39827801694209125
6513-EECDB,Male,0.918032786885246,No,Yes,Yes,No,0.0,United States,California,San Francisco,0.6688892502845991,0.5530609860477539,0.18465413809863113,0.29044208446530007,Q3,No,0.0,,Yes,0.7385477095419084,Yes,Yes,Fiber Optic,0.07058823529411762,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,0.5502487562189055,0.24999999999999994,Churned,Yes,0.9780219780219779,0.5261285301311985,Price,Price too high,2025-03-13,2025-02-13 00:00:00,0.0,False,0.6215803360644354
7074-IEVOJ,Female,0.918032786885246,No,Yes,No,No,0.0,United States,California,San Francisco,0.6714912993982762,0.5597383200342666,0.19109190697584222,0.013745084256321621,Q3,No,0.0,,Yes,0.8381676335267053,Yes,Yes,Fiber Optic,0.1294117647058823,No,Yes,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,0.6084577114427862,0.0,Churned,Yes,0.945054945054945,0.33311096286413155,Dissatisfaction,Product dissatisfaction,2025-03-13,2024-12-13 00:00:00,0.02816901408450706,False,0.6967782252464936
4750-ZRXIU,Female,0.8032786885245902,No,Yes,No,No,0.0,United States,California,Palo Alto,0.6997885835095138,0.5136079556901177,0.2100838000128805,0.016262324980527015,Q3,No,0.0,,Yes,0.13362672534506903,Yes,Yes,Cable,0.19999999999999996,No,No,No,No,No,Yes,No,Yes,Month-to-Month,Yes,Bank Withdrawal,0.6601990049751243,0.0,Churned,Yes,0.857142857142857,0.10317989770958408,Competitor,Competitor had better devices,2025-03-13,2024-11-13 00:00:00,0.04225352112676062,False,0.4883349534786836
7028-DVOIQ,Male,0.8524590163934427,No,Yes,No,No,0.0,United States,California,Birds Landing,0.7336152219873151,0.5937394718156415,0.24366434844597237,0.0012063757432984323,Q3,No,0.0,,Yes,0.4166833366673334,Yes,Yes,Fiber Optic,0.22352941176470584,No,No,Yes,No,Yes,Yes,No,No,Month-to-Month,Yes,Bank Withdrawal,0.8039800995024875,0.0,Churned,Yes,0.846153846153846,0.01578830331331993,Other,Don't know,2025-03-13,2022-04-13 00:00:00,0.4788732394366197,True,0.6869184835439522
4208-UFFGW,Male,1.0,No,Yes,No,No,0.0,United States,California,Byron,0.7339404781265246,0.5610497816410046,0.26709390569553015,0.09633907707506127,Q3,No,0.0,Offer E,Yes,0.5325065013002601,No,Yes,DSL,0.1294117647058823,No,No,No,No,No,No,No,Yes,Month-to-Month,No,Credit Card,0.26567164179104485,0.24999999999999994,Churned,Yes,0.868131868131868,0.8665777184789859,Other,Don't know,2025-03-13,2025-01-13 00:00:00,0.014084507042253558,False,0.35147896125538125
9889-TMAHG,Male,0.7704918032786886,No,Yes,No,No,0.0,United States,California,Fremont,0.7380061798666451,0.5274086014063553,0.23764771150849592,0.4455611072059578,Q3,No,0.0,,Yes,0.23144628925785157,No,Yes,Fiber Optic,0.3176470588235294,Yes,No,No,Yes,Yes,Yes,Yes,Yes,Month-to-Month,No,Credit Card,0.8164179104477611,0.0,Churned,Yes,0.7582417582417582,0.6851234156104069,Competitor,Competitor had better devices,2025-03-13,2024-07-13 00:00:00,0.09859154929577468,True,0.6313012081655326
8919-FYFQZ,Male,0.8852459016393444,No,Yes,Yes,No,0.0,United States,California,Livermore,0.7397950886322979,0.5332511756217827,0.2613461521529822,0.7211467218876455,Q3,Yes,0.18181818181818182,,No,0.0,No,Yes,Cable,0.3294117647058823,No,Yes,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,0.1203980099502488,0.0,Churned,Yes,0.9999999999999999,0.628418945963976,Competitor,Competitor had better devices,2025-03-13,2021-07-13 00:00:00,0.6056338028169014,False,0.06526871267879464
6646-QVXLR,Male,0.9508196721311476,No,Yes,Yes,No,0.0,United States,California,Napa,0.7410961131891365,0.6308497103908776,0.2009465130779916,0.607329445067158,Q3,Yes,0.09090909090909091,,Yes,0.14222844568913778,Yes,Yes,Fiber Optic,0.188235294117647,No,Yes,Yes,No,Yes,Yes,Yes,Yes,One Year,Yes,Bank Withdrawal,0.8507462686567164,0.0,Churned,Yes,0.945054945054945,0.6780075605959528,Competitor,Competitor had better devices,2025-03-13,2020-01-13 00:00:00,0.8591549295774648,True,0.6242882932925983
9369-XFEHK,Female,0.9344262295081969,No,Yes,Yes,No,0.0,United States,California,Pleasanton,0.742397137745975,0.5398013607689911,0.24128050622097003,0.3482151338412144,Q3,Yes,0.09090909090909091,,Yes,0.6639327865573115,Yes,Yes,Cable,0.17647058823529407,No,Yes,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,0.6203980099502487,0.24999999999999994,Churned,Yes,0.7362637362637362,0.3553480097843006,Competitor,Competitor offered more data,2025-03-13,2022-06-13 00:00:00,0.4507042253521127,False,0.64463268990418
1374-DMZUI,Female,0.7540983606557378,No,Yes,No,No,0.0,United States,California,San Ramon,0.7451618149292568,0.5539615527850009,0.22996435365942156,0.4185933848813572,Q3,No,0.0,Offer E,Yes,0.9901980396079215,Yes,Yes,Fiber Optic,0.2705882352941176,No,No,No,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,0.7567164179104477,0.24999999999999994,Churned,Yes,0.945054945054945,0.7596175227929731,Competitor,Competitor made better offer,2025-03-13,2024-11-13 00:00:00,0.04225352112676062,True,0.853006526871268
1989-PRJHP,Male,0.918032786885246,No,Yes,Yes,No,0.0,United States,California,Pleasanton,0.745974955277281,0.5452967208463179,0.23636720133044922,0.2712635598533351,Q3,Yes,0.09090909090909091,,Yes,0.2120424084816963,Yes,Yes,Fiber Optic,0.2705882352941176,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,0.5696517412935324,0.0,Churned,Yes,0.6593406593406592,0.08316655548143204,Competitor,Competitor had better devices,2025-03-13,2022-12-13 00:00:00,0.36619718309859156,False,0.4523677267046243
4822-RVYBB,Male,0.918032786885246,No,Yes,No,No,0.0,United States,California,Berkeley,0.7648398113514393,0.5651094016892301,0.20327258197604833,0.2013222638068279,Q3,No,0.0,Offer E,Yes,0.8091618323664733,Yes,Yes,Fiber Optic,0.34117647058823525,No,No,Yes,No,Yes,Yes,No,Yes,Month-to-Month,Yes,Bank Withdrawal,0.8194029850746267,0.0,Churned,Yes,0.934065934065934,0.867911941294196,Attitude,Attitude of support person,2025-03-13,2024-07-13 00:00:00,0.09859154929577468,True,0.8339119566726845
4184-TJFAN,Female,0.8032786885245902,No,Yes,Yes,No,0.0,United States,California,Berkeley,0.7653276955602537,0.5679093339473901,0.20002837224343795,0.11282937857400689,Q3,Yes,0.09090909090909091,Offer E,Yes,0.515503100620124,No,Yes,Fiber Optic,0.023529411764705827,Yes,No,No,Yes,Yes,No,No,Yes,Month-to-Month,Yes,Mailed Check,0.6970149253731343,0.0,Churned,Yes,0.6923076923076923,0.5521458750277962,Attitude,Attitude of support person,2025-03-13,2024-12-13 00:00:00,0.02816901408450706,True,0.6465768643243994
4145-UQXUQ,Female,0.8524590163934427,No,Yes,No,No,0.0,United States,California,Berkeley,0.7658155797690682,0.5652673809327136,0.1976227660939029,0.07737902995991414,Q3,No,0.0,Offer E,Yes,0.8587717543508702,No,Yes,Fiber Optic,0.10588235294117643,No,No,Yes,No,Yes,Yes,No,Yes,Month-to-Month,Yes,Bank Withdrawal,0.7348258706467661,0.0,Churned,Yes,0.8351648351648351,0.8136535468089837,Competitor,Competitor had better devices,2025-03-13,2024-07-13 00:00:00,0.09859154929577468,True,0.7921122066379671
1236-WFCDV,Male,0.9016393442622952,No,Yes,No,No,0.0,United States,California,Greenbrae,0.7973654252724021,0.5731041507398397,0.17191531736105342,0.11397876018770067,Q3,No,0.0,,Yes,0.22624524904980994,No,Yes,Fiber Optic,0.28235294117647053,No,No,No,No,Yes,Yes,No,Yes,Month-to-Month,No,Credit Card,0.718407960199005,0.4999999999999999,Churned,Yes,0.9999999999999999,0.6168556815654881,Competitor,Competitor offered more data,2025-03-13,2024-01-13 00:00:00,0.1830985915492958,True,0.5611026246354673
1271-SJBGZ,Male,0.9508196721311476,No,Yes,No,No,0.0,United States,California,Forest Knolls,0.8020816392909417,0.5798522883442255,0.15946328579267838,0.009632007903185996,Q3,No,0.0,,No,0.0,No,Yes,DSL,0.11764705882352937,No,No,Yes,Yes,No,Yes,No,Yes,Month-to-Month,Yes,Bank Withdrawal,0.2527363184079602,0.0,Churned,Yes,0.7582417582417582,0.09650878363353343,Competitor,Competitor had better devices,2025-03-13,2024-03-13 00:00:00,0.15492957746478875,False,0.15761699763921672
4441-NIHPT,Female,0.8852459016393444,No,Yes,No,No,0.0,United States,California,Freedom,0.8160676532769556,0.46568793953923854,0.24888165579146393,0.045044360430875646,Q3,No,0.0,,Yes,0.8075615123024604,No,Yes,Fiber Optic,0.24705882352941172,No,No,Yes,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,0.5577114427860697,0.0,Churned,Yes,0.934065934065934,0.22059150544807643,Competitor,Competitor had better devices,2025-03-13,2024-02-13 00:00:00,0.1690140845070423,False,0.6507429523677267
8999-BOHSE,Female,0.8032786885245902,No,Yes,No,No,0.0,United States,California,Gilroy,0.8162302813465605,0.4766021152421374,0.2742667016604198,0.47454262210992265,Q3,No,0.0,,Yes,0.07921584316863373,No,Yes,Fiber Optic,0.3176470588235294,No,No,No,No,Yes,Yes,No,Yes,Month-to-Month,No,Bank Withdrawal,0.7109452736318408,0.24999999999999994,Churned,Yes,0.923076923076923,0.04425172337113625,Attitude,Attitude of support person,2025-03-13,2024-04-13 00:00:00,0.14084507042253525,True,0.5048604360505486
7029-RPUAV,Male,0.9016393442622952,No,Yes,Yes,No,0.0,United States,California,Los Gatos,0.8178565620426086,0.4961583721716692,0.22878286933800418,0.1261375078366928,Q3,Yes,0.09090909090909091,,Yes,0.5637127425485097,Yes,Yes,Cable,0.188235294117647,No,No,Yes,No,Yes,Yes,No,Yes,Month-to-Month,Yes,Credit Card,0.817910447761194,0.4999999999999999,Churned,Yes,0.901098901098901,0.7794084945519235,Competitor,Competitor offered more data,2025-03-13,2023-10-13 00:00:00,0.22535211267605634,True,0.747673934175809
8111-SLLHI,Male,0.7540983606557378,No,Yes,Yes,No,0.0,United States,California,San Jose,0.8337941128638804,0.5060776826252285,0.2339707953853756,0.3115014153542185,Q3,Yes,0.09090909090909091,,Yes,0.665133026605321,Yes,Yes,Fiber Optic,0.30588235294117644,No,Yes,Yes,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,0.8696517412935324,0.4999999999999999,Churned,Yes,0.9999999999999999,0.596842339337336,Attitude,Attitude of support person,2025-03-13,2021-12-13 00:00:00,0.5352112676056338,True,0.8189834745174283
5293-WXJAK,Female,0.8852459016393444,No,Yes,Yes,No,0.0,United States,California,San Jose,0.8349325093511141,0.5029599845805452,0.25498366666927175,0.14996105401143683,Q3,Yes,0.4545454545454546,,Yes,0.34506901380276056,Yes,Yes,Fiber Optic,0.3176470588235294,No,No,Yes,Yes,Yes,Yes,No,Yes,Month-to-Month,Yes,Bank Withdrawal,0.853731343283582,0.4999999999999999,Churned,Yes,0.846153846153846,0.5670446964643094,Competitor,Competitor offered more data,2025-03-13,2024-04-13 00:00:00,0.14084507042253525,True,0.6967782252464936
4086-YQSNZ,Female,0.9016393442622952,No,Yes,Yes,No,0.0,United States,California,Glencoe,0.850707432102781,0.6168883213259537,0.36821275937775444,9.499021600775648e-05,Q3,Yes,0.09090909090909091,Offer E,Yes,0.06581316263252646,No,Yes,Fiber Optic,0.10588235294117643,No,No,No,No,Yes,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,0.618407960199005,0.24999999999999994,Churned,Yes,0.923076923076923,0.40716032910829436,Attitude,Attitude of service provider,2025-03-13,2024-12-13 00:00:00,0.02816901408450706,True,0.4356339397305931
8399-YNDCH,Male,1.0,No,Yes,No,No,0.0,United States,California,Columbia,0.8633924215319564,0.5879050836040827,0.3880727362229162,0.02026141307445334,Q3,No,0.0,,Yes,0.6925385077015402,No,Yes,DSL,0.16470588235294115,No,No,Yes,No,Yes,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,0.41592039800995023,0.0,Churned,Yes,0.7142857142857142,0.603291082944185,Competitor,Competitor had better devices,2025-03-13,2023-06-13 00:00:00,0.28169014084507044,True,0.5118733509234829
5565-FILXA,Female,0.9344262295081969,No,Yes,No,No,0.0,United States,California,Escondido,0.3294844690193528,0.06223882528080371,0.7255450403923609,0.46240287250413203,Q3,No,0.0,,Yes,0.7751550310062012,Yes,Yes,Fiber Optic,0.188235294117647,No,No,No,No,Yes,Yes,No,Yes,Month-to-Month,Yes,Bank Withdrawal,0.7751243781094528,0.24999999999999994,Churned,Yes,0.9999999999999999,0.869468534578608,Other,Don't know,2025-03-13,2023-11-13 00:00:00,0.21126760563380284,True,0.7912095542285795
4187-CINZD,Female,0.8852459016393444,No,Yes,No,No,0.0,United States,California,Lakewood,0.11562855748902268,0.13657826526671152,0.6086943317144602,0.28650948952257915,Q3,No,0.0,,Yes,0.12262452490498099,No,Yes,Fiber Optic,0.3529411764705882,No,Yes,No,No,Yes,Yes,No,Yes,One Year,No,Credit Card,0.7661691542288557,0.24999999999999994,Churned,Yes,0.934065934065934,0.2617300422503891,Competitor,Competitor had better devices,2025-03-13,2021-05-13 00:00:00,0.6338028169014084,True,0.5584641022080267
6818-WOBHJ,Female,0.8360655737704918,No,Yes,Yes,No,0.0,United States,California,Fulton,0.8843714425109774,0.6312854822071887,0.15078749298484417,0.00441704504436044,Q3,Yes,0.09090909090909091,Offer A,Yes,0.48269653930786155,Yes,Yes,Fiber Optic,0.28235294117647053,No,Yes,No,No,No,Yes,No,Yes,Month-to-Month,Yes,Bank Withdrawal,0.7099502487562188,0.0,Churned,Yes,0.7032967032967032,0.8112074716477652,Competitor,Competitor had better devices,2025-03-13,2019-07-13 00:00:00,0.9436619718309859,False,0.6442160810998472
9134-CEQMF,Male,0.918032786885246,No,Yes,Yes,No,0.0,United States,California,Nice,0.8884371442510978,0.6982036186602188,0.14474731143809932,0.02101183578091456,Q3,Yes,0.09090909090909091,Offer E,Yes,0.27265453090618125,No,Yes,Fiber Optic,0.3176470588235294,No,No,No,No,Yes,Yes,No,Yes,Month-to-Month,Yes,Bank Withdrawal,0.708955223880597,0.24999999999999994,Churned,Yes,0.923076923076923,0.238825883922615,Dissatisfaction,Network reliability,2025-03-13,2024-08-13 00:00:00,0.08450704225352118,True,0.570615192334398
8519-IMDHU,Male,0.9016393442622952,No,Yes,Yes,No,0.0,United States,California,Alderpoint,0.896080663522524,0.8090535927042077,0.07095316393547607,0.002374755400193801,Q3,Yes,0.09090909090909091,,Yes,0.9051810362072414,Yes,Yes,Cable,0.2588235294117647,No,No,No,No,No,Yes,No,Yes,Month-to-Month,Yes,Bank Withdrawal,0.6701492537313433,0.0,Churned,Yes,0.857142857142857,0.6622192572826329,Competitor,Competitor had better devices,2025-03-13,2023-12-13 00:00:00,0.19718309859154934,False,0.7630884599361198
3372-KWFBM,Male,0.9344262295081969,No,Yes,No,No,0.0,United States,California,Bayside,0.8981948284273866,0.8791617191841335,0.02491840754155561,0.015939358246100654,Q3,No,0.0,,Yes,0.38367673534706936,Yes,Yes,Fiber Optic,0.2588235294117647,No,No,No,No,Yes,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,0.6800995024875621,0.4999999999999999,Churned,Yes,0.8351648351648351,0.11229708694685342,Dissatisfaction,Network reliability,2025-03-13,2023-11-13 00:00:00,0.21126760563380284,True,0.5890154145257605
7206-GZCDC,Female,0.918032786885246,No,Yes,No,No,0.0,United States,California,Loleta,0.9025857863067166,0.8622013822864865,0.006066298256185931,0.013640595018713092,Q3,No,0.0,Offer E,Yes,0.5937187437487497,No,Yes,Cable,0.2117647058823529,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,0.5074626865671642,0.24999999999999994,Churned,Yes,0.7692307692307692,0.526573271069602,Attitude,Attitude of support person,2025-03-13,2025-02-13 00:00:00,0.0,False,0.5414525760311069
1768-ZAIFU,Female,0.9016393442622952,No,Yes,No,No,0.0,United States,California,Rio Dell,0.9043746950723694,0.8430543192386294,0.013665568215014634,0.031090297699336966,Q3,No,0.0,,No,0.0,No,Yes,Cable,0.05882352941176469,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,0.06915422885572148,0.0,Churned,Yes,0.6813186813186812,0.8194351790082277,Competitor,Competitor made better offer,2025-03-13,2025-02-13 00:00:00,0.0,False,0.029509790306901817
3793-MMFUH,Female,0.8852459016393444,No,Yes,No,No,0.0,United States,California,Davis,0.9134818669702391,0.6366131886728242,0.258774348761549,0.006050876759693763,Q3,No,0.0,,Yes,0.3806761352270454,Yes,Yes,Fiber Optic,0.28235294117647053,No,No,No,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,0.764179104477612,0.0,Churned,Yes,0.934065934065934,0.05047809650878354,Competitor,Competitor made better offer,2025-03-13,2024-02-13 00:00:00,0.1690140845070423,True,0.6466462991251215
6567-HOOPW,Female,0.819672131147541,No,Yes,No,No,0.0,United States,California,Folsom,0.9154334038054968,0.6502887054727899,0.3120124695416354,0.4924672758705853,Q3,No,0.0,,Yes,0.4012802560512102,No,Yes,Fiber Optic,0.28235294117647053,No,No,No,No,Yes,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,0.6064676616915423,0.4999999999999999,Churned,Yes,0.7802197802197801,0.5247943073159884,Competitor,Competitor made better offer,2025-03-13,2025-02-13 00:00:00,0.0,True,0.5437439244549369
8621-MNIHH,Female,0.918032786885246,No,Yes,Yes,No,0.0,United States,California,Madison,0.9191738494064076,0.6504628441005329,0.23144014559669818,0.00791268499344569,Q3,Yes,0.09090909090909091,,Yes,0.05761152230446087,Yes,Yes,Fiber Optic,0.047058823529411736,No,Yes,Yes,No,No,Yes,No,Yes,Month-to-Month,Yes,Bank Withdrawal,0.7562189054726368,0.0,Churned,Yes,0.912087912087912,0.3037580609295085,Competitor,Competitor had better devices,2025-03-13,2022-05-13 00:00:00,0.4647887323943662,False,0.5289543119011249
5419-CONWX,Female,0.7540983606557378,No,Yes,No,No,0.0,United States,California,Pleasant Grove,0.9216132704504798,0.6673959651931114,0.27731889422247924,0.008454129224689882,Q3,No,0.0,,Yes,0.2536507301460292,No,Yes,Fiber Optic,0.11764705882352937,No,Yes,Yes,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Credit Card,0.8114427860696517,0.0,Churned,Yes,0.923076923076923,0.058928174338447825,Competitor,Competitor had better devices,2025-03-13,2024-11-13 00:00:00,0.04225352112676062,True,0.6355367310095819
